,Title,Year,Authors,Journal,Journal Acronym
45,Toward Intelligent Multizone Thermal Control With Multiagent Deep Reinforcement Learning.,2021,"Jie Li, Wei Zhang, Guanyu Gao, Yonggang Wen, Guangyu Jin, George I. Christopoulos", 8: 11150-11162 ,iotj
46,Toward a Wearable Crowdsource System to Monitor Respiratory Symptoms for Pandemic Early Warning.,2021,"Wei Zhang, Jie Li, Yonggang Wen, Yong Luo", 35: 56-63 ,network
47,Joint IT-Facility Optimization for Green Data Centers via Deep Reinforcement Learning.,2021,"Xin Zhou, Ruihang Wang, Yonggang Wen, Rui Tan", 35: 255-262 ,network
48,Cost Optimal Data Center Servers: A Voltage Scaling Approach.,2021,"Wei Zhang, Yonggang Wen, Loi Lei Lai, Fang Liu, Rui Fan", 9: 118-130 ,tcc
49,Joint Deep Multi-View Learning for Image Clustering.,2021,"Yuan Xie, Bingqian Lin, Yanyun Qu, Cuihua Li, Wensheng Zhang, Lizhuang Ma, Yonggang Wen, Dacheng Tao", 33: 3594-3606 ,tkde
50,Intelligent Trainer for Dyna-Style Model-Based Deep Reinforcement Learning.,2021,"Linsen Dong, Yuanlong Li, Xin Zhou, Yonggang Wen, Kyle Guan", 32: 2758-2771 ,tnn
51,Deep Reinforcement Learning for Tropical Air Free-cooled Data Center Control.,2021,"Duc Van Le, Rongrong Wang, Yingbo Liu, Rui Tan, Yew-Wah Wong, Yonggang Wen", Networks 17: 24:1-24:28 ,tosn
52,Are Missing Links Predictable? An Inferential Benchmark for Knowledge Graph Completion.,2021,"Yixin Cao, Xiang Ji, Xin Lv, Juanzi Li, Yonggang Wen, Hanwang Zhang", ACL/IJCNLP  2021: 6855-6865,acl
53,Chronus: A Novel Deadline-aware Scheduler for Deep Learning Training Jobs.,2021,"Wei Gao, Zhisheng Ye, Peng Sun, Yonggang Wen, Tianwei Zhang", SoCC 2021: 609-623,cloud
54,Privacy-Preserving Collaborative Learning With Automatic Transformation Search.,2021,"Wei Gao, Shangwei Guo, Tianwei Zhang, Han Qiu, Yonggang Wen, Yang Liu", CVPR 2021: 114-123,cvpr
55,Towards Cost-Optimal Energy Procurement for Cooling as a Service: A Data-Driven Approach.,2021,"Wei Zhang, Yonggang Wen, Fang Liu", GLOBECOM 2021: 1-6,globecom
56,Collaborative Unsupervised Visual Representation Learning from Decentralized Data.,2021,"Weiming Zhuang, Xin Gan, Yonggang Wen, Shuai Zhang, Shuai Yi", ICCV 2021: 4892-4901,iccv
57,Joint Optimization in Edge-Cloud Continuum for Federated Unsupervised Person Re-identification.,2021,"Weiming Zhuang, Yonggang Wen, Shuai Zhang", ACM Multimedia 2021: 433-441,mm
58,Exploring Sequence Feature Alignment for Domain Adaptive Detection Transformers.,2021,"Wen Wang, Yang Cao, Jing Zhang, Fengxiang He, Zheng-Jun Zha, Yonggang Wen, Dacheng Tao", ACM Multimedia 2021: 1730-1738,mm
59,Data-Free Ensemble Knowledge Distillation for Privacy-conscious Multimedia Model Compression.,2021,"Zhiwei Hao, Yong Luo, Han Hu, Jianping An, Yonggang Wen", ACM Multimedia 2021: 1803-1811,mm
60,Missing Data Imputation for Solar Yield Prediction using Temporal Multi-Modal Variational Auto-Encoder.,2021,"Meng Shen, Huaizheng Zhang, Yixin Cao, Fan Yang, Yonggang Wen", ACM Multimedia 2021: 2558-2566,mm
61,Characterization and prediction of deep learning workloads in large-scale GPU datacenters.,2021,"Qinghao Hu, Peng Sun, Shengen Yan, Yonggang Wen, Tianwei Zhang", SC 2021: 104,sc
62,Toward explainable and interpretable building energy modelling: an explainable artificial intelligence approach.,2021,"Wei Zhang, Fang Liu, Yonggang Wen, Bernard Nee", BuildSys@SenSys 2021: 255-258,sensys
63,On the Practicality of Differential Privacy in Federated Learning by Tuning Iteration Times.,2021,"Yao Fu, Yipeng Zhou, Di Wu, Shui Yu, Yonggang Wen, Chao Li",04163 ,corr
64,A Serverless Cloud-Fog Platform for DNN-Based Video Analytics with Incremental Learning.,2021,"Huaizheng Zhang, Meng Shen, Yizheng Huang, Yonggang Wen, Yong Luo, Guanyu Gao, Kyle Guan",03012 ,corr
65,EasyFL: A Low-code Federated Learning Platform For Dummies.,2021,"Weiming Zhuang, Xin Gan, Yonggang Wen, Shuai Zhang",07603 ,corr
66,Towards Unsupervised Domain Adaptation for Deep Face Recognition under Privacy Constraints via Federated Learning.,2021,"Weiming Zhuang, Xin Gan, Yonggang Wen, Xuesen Zhang, Shuai Zhang, Shuai Yi",07606 ,corr
67,ModelPS: An Interactive and Collaborative Platform for Editing Pre-trained Models at Scale.,2021,"Yuanming Li, Huaizheng Zhang, Shanshan Jiang, Fan Yang, Yonggang Wen, Yong Luo",08275 ,corr
68,ModelCI-e: Enabling Continual Learning in Deep Learning Serving Systems.,2021,"Yizheng Huang, Huaizheng Zhang, Yonggang Wen, Peng Sun, Nguyen Binh Duong Ta",03122 ,corr
69,Exploring Sequence Feature Alignment for Domain Adaptive Detection Transformers.,2021,"Wen Wang, Yang Cao, Jing Zhang, Fengxiang He, Zheng-Jun Zha, Yonggang Wen, Dacheng Tao",12636 ,corr
