,Title,Year,Authors,Journal,Journal Acronym
42,Fast Image-Level MRI Harmonization via Spectrum Analysis.,2022,"Hao Guan, Siyuan Liu, Weili Lin, Pew-Thian Yap, Mingxia Liu", MLMI@MICCAI 2022: 201-209,miccai
43,A Channel Reservation Mechanism in IEEE 802.11be for Multi-cell Scenarios.,2022,"Siyuan Liu, Ding Wang, Mao Yang, Zhongjiang Yan, Bo Li", SGIoT 2022: 241-253,sgiot
44,Secure-by-Construction Synthesis of Cyber-Physical Systems.,2022,"Siyuan Liu, Ashutosh Trivedi, Xiang Yin, Majid Zamani",06677 ,corr
45,Compositional Synthesis of Signal Temporal Logic Tasks via Assume-Guarantee Contracts.,2022,"Siyuan Liu, Adnane Saoud, Pushpak Jagtap, Dimos V. Dimarogonas, Majid Zamani",10041 ,corr
46,On Understanding the Influence of Controllable Factors with a Feature Attribution Algorithm: a Medical Case Study.,2022,"Veera Raghava Reddy Kovvuri, Siyuan Liu, Monika Seisenberger, Berndt Müller, Xiuyi Fan",12701 ,corr
47,Improving the estimation of directional area scattering factor (DASF) from canopy reflectance: theoretical basis and validation.,2022,"Yi Lin, Siyuan Liu, Lei Yan, Kai Yan, Yelu Zeng, Bin Yang",14059 ,corr
48,Enhanced Decentralized Federated Learning based on Consensus in Connected Vehicles.,2022,"Xiaoyan Liu, Zehui Dong, Zhiwei Xu, Siyuan Liu, Jie Tian",10722 ,corr
49,Incorporating Interactive Facts for Stock Selection via Neural Recursive ODEs.,2022,"Qiang Gao, Xinzhu Zhou, Kunpeng Zhang, Li Huang, Siyuan Liu, Fan Zhou",15925 ,corr
50,Abstraction-Based Verification of Approximate Pre-Opacity for Control Systems.,2022,"Junyao Hou, Siyuan Liu, Xiang Yin, Majid Zamani",04098 ,corr
51,Author Name Disambiguation via Heterogeneous Network Embedding from Structural and Semantic Perspectives.,2022,"Wenjin Xie, Siyuan Liu, Xiaomeng Wang, Tao Jia",12715 ,corr
52,A Vision Measurement Method for the Gear Shaft Radial Runout With Line Structured Light.,2021,"Jianwei Miao, Qingchang Tan, Shun Wang, Siyuan Liu, Bosen Chai, Xianbao Li", IEEE Access 9: 5097-5104 ,access
53,Compositional synthesis of opacity-preserving finite abstractions for interconnected systems.,2021,"Siyuan Liu, Majid Zamani", 131: 109745 ,automatica
54,SAMF: a self-adaptive protein modeling framework.,2021,"Wenze Ding, Qijiang Xu, Siyuan Liu, Tong Wang, Bin Shao, Haipeng Gong, Tie-Yan Liu", 37: 4075-4082 ,bioinformatics
55,Complementing sequence-derived features with structural information extracted from fragment libraries for protein structure prediction.,2021,"Siyuan Liu, Tong Wang, Qijiang Xu, Bin Shao, Jian Yin, Tie-Yan Liu", 22: 351 ,bmcbi
56,Dynamic traffic bottlenecks identification based on congestion diffusion model by influence maximization in metro-city scales.,2021,"Baoxin Zhao, Cheng-Zhong Xu, Siyuan Liu, Juanjuan Zhao, Li Li", 33 ,concurrency
57,Verification of Approximate Opacity via Barrier Certificates.,2021,"Siyuan Liu, Majid Zamani", 5: 1369-1374 ,csysl
58,Bitcoin price forecasting: A perspective of underlying blockchain transactions.,2021,"Haizhou Guo, Dian Zhang, Siyuan Liu, Lei Wang, Ye Ding", 151: 113650 ,dss
59,Ping Pong: An Exergame for Cognitive Inhibition Training.,2021,"Hao Zhang, Zhiqi Shen, Siyuan Liu, Dazhong Yuan, Chunyan Miao", 37: 1104-1115 ,ijhci
60,Uncertain data stream algorithm based on clustering RBF neural network.,2021,"Yi Sun, Minghua Cao, Yongqiang Sun, Hui Gao, Feng Lou, Siyuan Liu, Qizhao Xia", Microsystems 81: 103731 ,mam
61,Learning MRI artefact removal with unpaired data.,2021,"Siyuan Liu, Kim-Han Thung, Liangqiong Qu, Weili Lin, Dinggang Shen, Pew-Thian Yap", 3: 60-67 ,natmi
62,Publisher Correction: Learning MRI artefact removal with unpaired data.,2021,"Siyuan Liu, Kim-Han Thung, Liangqiong Qu, Weili Lin, Dinggang Shen, Pew-Thian Yap", 3: 181 ,natmi
63,DFL-LC: Deep Feature Learning With Label Consistencies for Hyperspectral Image Classification.,2021,"Siyuan Liu, Yun Cao, Yuebin Wang, Junhuan Peng, P. Takis Mathiopoulos, Yong Li", 14: 3669-3681 ,staeors
