https://dblp.org/pid/349/3138.html,Wayne Goh
https://dblp.org/pid/l/BuSungLee.html,Bu-Sung Lee
https://dblp.org/pid/337/7692.html,Bo Zhi Lim
https://dblp.org/pid/315/5427.html,Palak Somani
https://dblp.org/pid/337/8123.html,Wei Jie Teo
https://dblp.org/pid/69/8028.html,Nicholas C. H. Vunaka: Chan Hua Vun
https://dblp.org/pid/242/6467.html,Seanglidet Yeanaka: Senglidet Yean
https://dblp.org/pid/52/910.html,Chai Kiat Yeo
